split,image,family,img_w,img_h,w_px,h_px,area_px2,area_frac,short_side_px,long_side_px,aspect_ratio,coco_size,n_obj_in_image
train,2025_0814_121653_932_JPG,Hydrophilidae,640,640,637.0,336.5,214350.5,0.523317,336.5,637.0,1.893,large,1
train,2025_0814_121703_934_JPG,Hydrophilidae,640,640,340.0,633.54,215402.59,0.525885,340.0,633.54,0.5367,large,1
train,2025_0814_121708_935_JPG,Hydrophilidae,640,640,635.0,321.5,204152.5,0.498419,321.5,635.0,1.9751,large,1
train,2025_0814_121724_938_JPG,Hydrophilidae,640,640,639.0,326.0,208314.0,0.508579,326.0,639.0,1.9601,large,1
train,2025_0814_121912_946_JPG,Hydrophilidae,640,640,625.5,345.0,215797.5,0.526849,345.0,625.5,1.813,large,1
train,2025_0814_121917_947_JPG,Hydrophilidae,640,640,525.7,639.66,336271.24,0.820975,525.7,639.66,0.8218,large,1
train,2025_0814_121922_948_JPG,Hydrophilidae,640,640,616.0,302.5,186340.0,0.454932,302.5,616.0,2.0364,large,1
train,2025_0814_121927_949_JPG,Hydrophilidae,640,640,617.5,332.5,205318.75,0.501266,332.5,617.5,1.8571,large,1
train,2025_0814_121933_950_JPG,Hydrophilidae,640,640,622.5,311.0,193597.5,0.47265,311.0,622.5,2.0016,large,1
train,2025_0814_122316_958_JPG,Hydrophilidae,640,640,609.5,336.5,205096.75,0.500724,336.5,609.5,1.8113,large,1
train,2025_0814_122634_967_JPG,Hydrophilidae,640,640,637.24,578.0,368327.29,0.899237,578.0,637.24,1.1025,large,1
train,2025_0814_122650_970_JPG,Hydrophilidae,640,640,408.87,617.82,252606.91,0.616716,408.87,617.82,0.6618,large,1
train,2025_0814_122843_976_JPG,Hydrophilidae,640,640,609.5,379.0,231000.5,0.563966,379.0,609.5,1.6082,large,1
train,2025_0814_122849_977_JPG,Hydrophilidae,640,640,606.5,370.5,224708.25,0.548604,370.5,606.5,1.637,large,1
train,2025_0814_123323_990_JPG,Hydrophilidae,640,640,631.5,355.5,224498.25,0.548091,355.5,631.5,1.7764,large,1
train,2025_0814_123356_996_JPG,Hydrophilidae,640,640,628.5,360.0,226260.0,0.552393,360.0,628.5,1.7458,large,1
train,2025_0814_123731_999_JPG,Hydrophilidae,640,640,629.0,347.0,218263.0,0.532869,347.0,629.0,1.8127,large,1
train,2025_0814_123757_104_JPG,Hydrophilidae,640,640,638.8,532.19,339959.9,0.82998,532.19,638.8,1.2003,large,1
train,2025_0814_123802_105_JPG,Hydrophilidae,640,640,625.5,362.0,226431.0,0.55281,362.0,625.5,1.7279,large,1
train,2025_0814_123808_106_JPG,Hydrophilidae,640,640,507.7,639.63,324742.33,0.792828,507.7,639.63,0.7937,large,1
train,2025_0814_123828_110_JPG,Hydrophilidae,640,640,622.0,351.5,218633.0,0.533772,351.5,622.0,1.7696,large,1
train,2025_0814_124210_118_JPG,Hydrophilidae,640,640,281.33,496.07,139560.09,0.340723,281.33,496.07,0.5671,large,2
train,2025_0814_124210_118_JPG,Hydrophilidae,640,640,485.0,640.0,310400.0,0.757812,485.0,640.0,0.7578,large,2
train,2025_0814_124359_130_JPG,Hydrophilidae,640,640,419.0,230.5,96579.5,0.23579,230.5,419.0,1.8178,large,2
train,2025_0814_124359_130_JPG,Hydrophilidae,640,640,625.5,328.0,205164.0,0.500889,328.0,625.5,1.907,large,2
train,2025_0814_124431_134_JPG,Hydrophilidae,640,640,405.0,220.0,89100.0,0.217529,220.0,405.0,1.8409,large,2
train,2025_0814_124431_134_JPG,Hydrophilidae,640,640,632.0,372.5,235420.0,0.574756,372.5,632.0,1.6966,large,2
train,2025_0814_125016_151_JPG,Hydrophilidae,640,640,419.0,230.5,96579.5,0.23579,230.5,419.0,1.8178,large,2
train,2025_0814_125016_151_JPG,Hydrophilidae,640,640,611.0,321.5,196436.5,0.479581,321.5,611.0,1.9005,large,2
train,2025_0814_125048_157_JPG,Hydrophilidae,640,640,411.0,252.0,103572.0,0.252861,252.0,411.0,1.631,large,2
train,2025_0814_125048_157_JPG,Hydrophilidae,640,640,625.5,330.0,206415.0,0.503943,330.0,625.5,1.8955,large,2
train,2025_0814_131009_192_JPG,Hydrophilidae,640,640,635.0,357.5,227012.5,0.55423,357.5,635.0,1.7762,large,1
train,2025_0827_132040_571_JPG,Gerridae,640,640,637.4,549.33,350145.07,0.854846,549.33,637.4,1.1603,large,1
train,2025_0827_132056_574_JPG,Gerridae,640,640,573.0,379.0,217167.0,0.530193,379.0,573.0,1.5119,large,1
train,2025_0827_132106_576_JPG,Gerridae,640,640,554.0,366.0,202764.0,0.495029,366.0,554.0,1.5137,large,1
train,2025_0827_133446_616_JPG,Gerridae,640,640,611.87,606.53,371122.02,0.90606,606.53,611.87,1.0088,large,1
train,2025_0827_133456_618_JPG,Gerridae,640,640,527.0,495.0,260865.0,0.636877,495.0,527.0,1.0646,large,1
train,2025_0827_133543_624_JPG,Gerridae,640,640,512.5,474.0,242925.0,0.593079,474.0,512.5,1.0812,large,1
train,2025_0827_133554_626_JPG,Gerridae,640,640,591.22,521.36,308235.06,0.752527,521.36,591.22,1.134,large,1
train,2025_0827_133606_628_JPG,Gerridae,640,640,517.5,499.5,258491.25,0.631082,499.5,517.5,1.036,large,1
train,2025_0827_133650_633_JPG,Gerridae,640,640,519.0,463.5,240556.5,0.587296,463.5,519.0,1.1197,large,1
train,2025_0827_133655_634_JPG,Gerridae,640,640,640.0,629.7,403010.37,0.983912,629.7,640.0,1.0164,large,1
train,2025_0827_133716_638_JPG,Gerridae,640,640,527.0,489.0,257703.0,0.629158,489.0,527.0,1.0777,large,1
train,2025_0827_134714_641_JPG,Gerridae,640,640,457.0,605.5,276713.5,0.67557,457.0,605.5,0.7547,large,1
train,2025_0827_134837_653_JPG,Gerridae,640,640,500.0,506.0,253000.0,0.617676,500.0,506.0,0.9881,large,1
train,2025_0827_134848_655_JPG,Gerridae,640,640,498.5,499.5,249000.75,0.607912,498.5,499.5,0.998,large,1
train,2025_0827_134854_656_JPG,Gerridae,640,640,509.5,508.0,258826.0,0.631899,508.0,509.5,1.003,large,1
train,2025_0827_134859_657_JPG,Gerridae,640,640,639.89,628.0,401850.22,0.98108,628.0,639.89,1.0189,large,1
train,2025_0827_135220_662_JPG,Gerridae,640,640,512.5,474.0,242925.0,0.593079,474.0,512.5,1.0812,large,1
train,2025_0827_135325_669_JPG,Gerridae,640,640,604.0,561.47,339130.34,0.827955,561.47,604.0,1.0757,large,1
train,2025_0827_135430_673_JPG,Gerridae,640,640,514.5,415.0,213517.5,0.521283,415.0,514.5,1.2398,large,1
train,2025_0827_135451_677_JPG,Gerridae,640,640,505.0,415.0,209575.0,0.511658,415.0,505.0,1.2169,large,1
train,2025_0827_140437_680_JPG,Gerridae,640,640,503.0,427.5,215032.5,0.524982,427.5,503.0,1.1766,large,1
train,2025_0827_140448_682_JPG,Gerridae,640,640,497.0,415.0,206255.0,0.503552,415.0,497.0,1.1976,large,1
train,2025_0827_140455_683_JPG,Gerridae,640,640,500.41,575.29,287883.08,0.70284,500.41,575.29,0.8698,large,1
train,2025_0827_140612_687_JPG,Gerridae,640,640,505.0,431.5,217907.5,0.532001,431.5,505.0,1.1703,large,1
train,2025_0827_140743_691_JPG,Gerridae,640,640,470.0,554.5,260615.0,0.636267,470.0,554.5,0.8476,large,1
train,2025_0827_140818_695_JPG,Gerridae,640,640,476.0,554.5,263942.0,0.64439,476.0,554.5,0.8584,large,1
train,2025_0827_141022_697_JPG,Gerridae,640,640,430.0,528.37,227199.26,0.554686,430.0,528.37,0.8138,large,1
train,2025_0827_141032_699_JPG,Gerridae,640,640,604.31,540.8,326811.45,0.79788,540.8,604.31,1.1174,large,1
train,2025_0827_141038_700_JPG,Gerridae,640,640,519.0,415.0,215385.0,0.525842,415.0,519.0,1.2506,large,1
train,2025_0827_141049_702_JPG,Gerridae,640,640,514.5,423.5,217890.75,0.53196,423.5,514.5,1.2149,large,1
train,2025_0827_141100_704_JPG,Gerridae,640,640,530.0,421.0,223130.0,0.544751,421.0,530.0,1.2589,large,1
train,2025_0827_141116_707_JPG,Gerridae,640,640,508.0,398.0,202184.0,0.493613,398.0,508.0,1.2764,large,1
train,2025_0827_142048_712_JPG,Gerridae,640,640,547.5,393.5,215441.25,0.52598,393.5,547.5,1.3914,large,1
train,2025_0827_142104_715_JPG,Gerridae,640,640,544.5,410.5,223517.25,0.545696,410.5,544.5,1.3264,large,1
train,2025_0827_142109_716_JPG,Gerridae,640,640,555.5,393.5,218589.25,0.533665,393.5,555.5,1.4117,large,1
train,2025_0827_142743_724_JPG,Gerridae,640,640,500.0,330.0,165000.0,0.402832,330.0,500.0,1.5152,large,1
train,2025_0827_143344_732_JPG,Gerridae,640,640,519.0,533.5,276886.5,0.675992,519.0,533.5,0.9728,large,1
train,2025_0827_143627_738_JPG,Gerridae,640,640,640.0,635.19,406518.52,0.992477,635.19,640.0,1.0076,large,1
train,2025_0827_143642_741_JPG,Gerridae,640,640,516.0,558.5,288186.0,0.703579,516.0,558.5,0.9239,large,1
train,2025_0827_144806_755_JPG,Gerridae,640,640,584.0,599.0,349816.0,0.854043,584.0,599.0,0.975,large,1
train,2025_0827_144822_758_JPG,Gerridae,640,640,585.5,599.0,350714.5,0.856237,585.5,599.0,0.9775,large,1
train,2025_0827_144833_760_JPG,Gerridae,640,640,593.5,584.0,346604.0,0.846201,584.0,593.5,1.0163,large,1
train,2025_0827_144838_761_JPG,Gerridae,640,640,598.5,586.0,350721.0,0.856252,586.0,598.5,1.0213,large,1
train,2025_0827_144849_763_JPG,Gerridae,640,640,587.5,580.0,340750.0,0.831909,580.0,587.5,1.0129,large,1
train,2025_0827_145416_783_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0827_145421_784_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0827_145636_786_JPG,Gerridae,640,640,640.0,639.44,409244.44,0.999132,639.44,640.0,1.0009,large,1
train,2025_0827_145646_788_JPG,Gerridae,640,640,601.5,548.0,329622.0,0.804741,548.0,601.5,1.0976,large,1
train,2025_0827_145652_789_JPG,Gerridae,640,640,605.0,561.0,339405.0,0.828625,561.0,605.0,1.0784,large,1
train,2025_0827_145713_793_JPG,Gerridae,640,640,592.0,632.0,374144.0,0.913438,592.0,632.0,0.9367,large,1
train,2025_0827_145747_797_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0827_145933_801_JPG,Gerridae,640,640,612.5,582.0,356475.0,0.8703,582.0,612.5,1.0524,large,1
train,2025_0827_150400_810_JPG,Gerridae,640,640,614.5,567.0,348421.5,0.850638,567.0,614.5,1.0838,large,1
train,2025_0827_150416_813_JPG,Gerridae,640,640,639.35,629.0,402149.99,0.981811,629.0,639.35,1.0165,large,1
train,2025_0827_150427_815_JPG,Gerridae,640,640,640.0,618.0,395520.0,0.965625,618.0,640.0,1.0356,large,1
train,2025_0901_105251_859_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0901_105643_879_JPG,Gerridae,640,640,589.0,590.5,347804.5,0.849132,589.0,590.5,0.9975,large,1
train,2025_0901_105648_880_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0901_105710_884_JPG,Gerridae,640,640,589.0,594.5,350160.5,0.854884,589.0,594.5,0.9907,large,1
train,2025_0901_105715_885_JPG,Gerridae,640,640,589.0,586.0,345154.0,0.842661,586.0,589.0,1.0051,large,1
train,2025_0901_105726_887_JPG,Gerridae,640,640,589.0,582.0,342798.0,0.836909,582.0,589.0,1.012,large,1
train,2025_0901_105958_890_JPG,Gerridae,640,640,601.5,531.0,319396.5,0.779777,531.0,601.5,1.1328,large,1
train,2025_0901_110015_893_JPG,Gerridae,640,640,595.0,535.5,318622.5,0.777887,535.5,595.0,1.1111,large,1
train,2025_0901_110521_900_JPG,Gerridae,640,640,625.0,573.0,358125.0,0.874329,573.0,625.0,1.0908,large,1
train,2025_0901_110548_905_JPG,Gerridae,640,640,595.0,580.0,345100.0,0.842529,580.0,595.0,1.0259,large,1
train,2025_0901_110700_911_JPG,Gerridae,640,640,622.0,582.0,362004.0,0.883799,582.0,622.0,1.0687,large,1
train,2025_0901_110707_912_JPG,Gerridae,640,640,622.0,588.5,366047.0,0.893669,588.5,622.0,1.0569,large,1
train,2025_0901_110733_917_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0901_110930_922_JPG,Gerridae,640,640,587.5,539.5,316956.25,0.773819,539.5,587.5,1.089,large,1
train,2025_0901_110946_923_JPG,Gerridae,640,640,581.0,537.5,312287.5,0.762421,537.5,581.0,1.0809,large,1
train,2025_0901_111154_926_JPG,Gerridae,640,640,582.5,548.0,319210.0,0.779321,548.0,582.5,1.063,large,1
train,2025_0901_111202_927_JPG,Gerridae,640,640,582.5,535.5,311928.75,0.761545,535.5,582.5,1.0878,large,1
train,2025_0901_111722_938_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0901_111727_939_JPG,Gerridae,640,640,605.0,601.0,363605.0,0.887708,601.0,605.0,1.0067,large,1
train,2025_0901_111738_941_JPG,Gerridae,640,640,601.5,603.0,362704.5,0.885509,601.5,603.0,0.9975,large,1
train,2025_0901_112550_961_JPG,Gerridae,640,640,587.5,525.0,308437.5,0.753021,525.0,587.5,1.119,large,1
train,2025_0901_112600_963_JPG,Gerridae,640,640,595.0,520.5,309697.5,0.756097,520.5,595.0,1.1431,large,1
train,2025_0901_112622_967_JPG,Gerridae,640,640,585.5,508.0,297434.0,0.726157,508.0,585.5,1.1526,large,1
train,2025_0901_113915_991_JPG,Gerridae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0901_114036_996_JPG,Gerridae,640,640,473.74,634.37,300527.09,0.733709,473.74,634.37,0.7468,large,1
train,2025_0901_114041_997_JPG,Gerridae,640,640,639.0,407.0,260073.0,0.634944,407.0,639.0,1.57,large,1
train,2025_0901_114046_998_JPG,Gerridae,640,640,524.44,638.96,335100.58,0.818117,524.44,638.96,0.8208,large,1
train,2025_0901_114257_106_JPG,Gerridae,640,640,585.5,542.0,317341.0,0.774758,542.0,585.5,1.0803,large,1
train,2025_0901_114313_109_JPG,Gerridae,640,640,582.5,542.0,315715.0,0.770789,542.0,582.5,1.0747,large,1
train,2025_0901_115519_156_JPG,Gerridae,640,640,635.0,592.5,376237.5,0.918549,592.5,635.0,1.0717,large,1
train,2025_0901_115530_158_JPG,Gerridae,640,640,633.0,611.0,386763.0,0.944246,611.0,633.0,1.036,large,1
train,2025_0901_115612_164_JPG,Gerridae,640,640,635.0,601.0,381635.0,0.931726,601.0,635.0,1.0566,large,1
train,2025_0901_115811_165_JPG,Gerridae,640,640,617.5,539.5,333141.25,0.813333,539.5,617.5,1.1446,large,1
train,2025_0901_115816_166_JPG,Gerridae,640,640,617.5,548.0,338390.0,0.826147,548.0,617.5,1.1268,large,1
train,2025_0901_115838_170_JPG,Gerridae,640,640,622.0,531.0,330282.0,0.806353,531.0,622.0,1.1714,large,1
train,2025_0901_115843_171_JPG,Gerridae,640,640,612.5,529.0,324012.5,0.791046,529.0,612.5,1.1578,large,1
train,2025_0901_120421_186_JPG,Gerridae,640,640,557.0,561.0,312477.0,0.762883,557.0,561.0,0.9929,large,1
train,2025_0901_120427_187_JPG,Gerridae,640,640,554.0,550.5,304977.0,0.744573,550.5,554.0,1.0064,large,1
train,2025_0909_110952_210_JPG,Miridae,640,640,446.0,501.5,223669.0,0.546067,446.0,501.5,0.8893,large,1
train,2025_0909_111115_217_JPG,Miridae,640,640,566.5,506.0,286649.0,0.699827,506.0,566.5,1.1196,large,1
train,2025_0909_111132_220_JPG,Miridae,640,640,633.96,638.0,404463.64,0.98746,633.96,638.0,0.9937,large,1
train,2025_0909_111143_222_JPG,Miridae,640,640,568.5,480.5,273164.25,0.666905,480.5,568.5,1.1831,large,1
train,2025_0909_111148_223_JPG,Miridae,640,640,621.87,638.0,396750.93,0.96863,621.87,638.0,0.9747,large,1
train,2025_0909_111309_224_JPG,Miridae,640,640,585.5,442.5,259083.75,0.632529,442.5,585.5,1.3232,large,1
train,2025_0909_111353_232_JPG,Miridae,640,640,573.0,444.5,254698.5,0.621823,444.5,573.0,1.2891,large,1
train,2025_0909_111828_248_JPG,Miridae,640,640,601.5,459.5,276389.25,0.674778,459.5,601.5,1.309,large,1
train,2025_0909_111839_250_JPG,Miridae,640,640,612.5,472.0,289100.0,0.705811,472.0,612.5,1.2977,large,1
train,2025_0909_111850_252_JPG,Miridae,640,640,612.5,459.5,281443.75,0.687119,459.5,612.5,1.333,large,1
train,2025_0909_112056_259_JPG,Miridae,640,640,595.61,620.55,369603.07,0.902351,595.61,620.55,0.9598,large,1
train,2025_0909_112112_262_JPG,Miridae,640,640,541.5,539.5,292139.25,0.713231,539.5,541.5,1.0037,large,1
train,2025_0909_112227_266_JPG,Miridae,640,640,471.5,535.5,252488.25,0.616426,471.5,535.5,0.8805,large,1
train,2025_0909_112622_283_JPG,Miridae,640,640,503.0,567.0,285201.0,0.696292,503.0,567.0,0.8871,large,1
train,2025_0909_112644_287_JPG,Miridae,640,640,501.5,571.5,286607.25,0.699725,501.5,571.5,0.8775,large,1
train,2025_0909_114148_291_JPG,Miridae,640,640,517.73,522.04,270272.11,0.659844,517.73,522.04,0.9917,large,1
train,2025_0909_114158_293_JPG,Miridae,640,640,508.0,480.5,244094.0,0.595933,480.5,508.0,1.0572,large,1
train,2025_0909_114210_295_JPG,Miridae,640,640,511.0,480.5,245535.5,0.599452,480.5,511.0,1.0635,large,1
train,2025_0909_114257_298_JPG,Miridae,640,640,571.44,582.51,332872.74,0.812678,571.44,582.51,0.981,large,1
train,2025_0909_115807_305_JPG,Miridae,640,640,525.5,514.5,270369.75,0.660082,514.5,525.5,1.0214,large,1
train,2025_0909_115835_309_JPG,Miridae,640,640,528.5,514.5,271913.25,0.663851,514.5,528.5,1.0272,large,1
train,2025_0909_120322_313_JPG,Miridae,640,640,519.0,506.0,262614.0,0.641147,506.0,519.0,1.0257,large,1
train,2025_0909_120339_316_JPG,Miridae,640,640,512.5,512.0,262400.0,0.640625,512.0,512.5,1.001,large,1
train,2025_0909_120344_317_JPG,Miridae,640,640,547.49,589.74,322876.5,0.788273,547.49,589.74,0.9284,large,1
train,2025_0909_120356_319_JPG,Miridae,640,640,517.5,503.5,260561.25,0.636136,503.5,517.5,1.0278,large,1
train,2025_0909_120500_326_JPG,Miridae,640,640,527.0,520.5,274303.5,0.669686,520.5,527.0,1.0125,large,1
train,2025_0909_120505_327_JPG,Miridae,640,640,530.0,501.5,265795.0,0.648914,501.5,530.0,1.0568,large,1
train,2025_0909_120516_329_JPG,Miridae,640,640,531.5,512.0,272128.0,0.664375,512.0,531.5,1.0381,large,1
train,2025_0909_120538_333_JPG,Miridae,640,640,525.5,518.5,272471.75,0.665214,518.5,525.5,1.0135,large,1
train,2025_0909_120612_335_JPG,Miridae,640,640,489.0,512.0,250368.0,0.61125,489.0,512.0,0.9551,large,1
train,2025_0909_120617_336_JPG,Miridae,640,640,581.44,588.97,342453.55,0.836068,581.44,588.97,0.9872,large,1
train,2025_0909_120639_340_JPG,Miridae,640,640,565.8,541.16,306185.81,0.747524,541.16,565.8,1.0455,large,1
train,2025_0909_120650_342_JPG,Miridae,640,640,479.5,503.5,241428.25,0.589424,479.5,503.5,0.9523,large,1
train,2025_0909_120724_345_JPG,Miridae,640,640,542.56,582.38,315976.61,0.771427,542.56,582.38,0.9316,large,1
train,2025_0909_120744_348_JPG,Miridae,640,640,533.0,576.84,307458.09,0.75063,533.0,576.84,0.924,large,1
train,2025_0909_120755_350_JPG,Miridae,640,640,482.5,508.0,245110.0,0.598413,482.5,508.0,0.9498,large,1
train,2025_0909_120800_351_JPG,Miridae,640,640,562.58,545.49,306879.93,0.749219,545.49,562.58,1.0313,large,1
train,2025_0909_120806_352_JPG,Miridae,640,640,478.0,512.0,244736.0,0.5975,478.0,512.0,0.9336,large,1
train,2025_0909_120839_358_JPG,Miridae,640,640,484.0,499.5,241758.0,0.590229,484.0,499.5,0.969,large,1
train,2025_0909_120850_360_JPG,Miridae,640,640,490.5,503.5,246966.75,0.602946,490.5,503.5,0.9742,large,1
train,2025_0909_120856_360_JPG,Miridae,640,640,487.5,523.0,254962.5,0.622467,487.5,523.0,0.9321,large,1
train,2025_0909_120953_360_JPG,Miridae,640,640,522.93,560.76,293233.62,0.715902,522.93,560.76,0.9325,large,1
train,2025_0909_121026_360_JPG,Miridae,640,640,493.5,478.5,236139.75,0.576513,478.5,493.5,1.0313,large,1
train,2025_0909_121054_360_JPG,Miridae,640,640,478.0,478.5,228723.0,0.558406,478.0,478.5,0.999,large,1
train,2025_0909_121059_360_JPG,Miridae,640,640,481.0,499.5,240259.5,0.586571,481.0,499.5,0.963,large,1
train,2025_0909_121656_360_JPG,Miridae,640,640,489.0,478.5,233986.5,0.571256,478.5,489.0,1.0219,large,1
train,2025_0909_121718_360_JPG,Miridae,640,640,505.0,478.5,241642.5,0.589948,478.5,505.0,1.0554,large,1
train,2025_0909_121729_360_JPG,Miridae,640,640,506.5,487.0,246665.5,0.602211,487.0,506.5,1.04,large,1
train,2025_0909_122512_360_JPG,Miridae,640,640,530.0,467.5,247775.0,0.604919,467.5,530.0,1.1337,large,1
train,2025_0909_122529_360_JPG,Miridae,640,640,592.37,637.96,377905.97,0.922622,592.37,637.96,0.9285,large,1
train,2025_0909_122607_360_JPG,Miridae,640,640,597.0,633.0,377901.0,0.92261,597.0,633.0,0.9431,large,1
train,2025_0909_123538_360_JPG,Miridae,640,640,520.5,508.0,264414.0,0.645542,508.0,520.5,1.0246,large,1
train,2025_0909_123544_360_JPG,Miridae,640,640,527.0,518.5,273249.5,0.667113,518.5,527.0,1.0164,large,1
train,2025_0909_123624_360_JPG,Miridae,640,640,524.0,525.0,275100.0,0.671631,524.0,525.0,0.9981,large,1
train,2025_0909_123701_360_JPG,Miridae,640,640,516.0,516.5,266514.0,0.650669,516.0,516.5,0.999,large,1
train,2025_0909_123921_360_JPG,Miridae,640,640,512.5,523.0,268037.5,0.654388,512.5,523.0,0.9799,large,1
train,2025_0909_123926_360_JPG,Miridae,640,640,506.5,516.5,261607.25,0.63869,506.5,516.5,0.9806,large,1
train,2025_0909_123936_360_JPG,Miridae,640,640,524.0,523.0,274052.0,0.669072,523.0,524.0,1.0019,large,1
train,2025_0909_124252_360_JPG,Miridae,640,640,592.44,627.11,371528.49,0.907052,592.44,627.11,0.9447,large,1
train,2025_0909_124258_360_JPG,Miridae,640,640,525.5,558.5,293491.75,0.716533,525.5,558.5,0.9409,large,1
train,2025_0909_125230_360_JPG,Miridae,640,640,519.0,448.5,232771.5,0.56829,448.5,519.0,1.1572,large,1
train,2025_0909_125242_360_JPG,Miridae,640,640,514.5,427.5,219948.75,0.536984,427.5,514.5,1.2035,large,1
train,2025_0909_125304_360_JPG,Miridae,640,640,639.57,611.0,390777.5,0.954047,611.0,639.57,1.0468,large,1
train,2025_0909_125316_360_JPG,Miridae,640,640,511.0,440.0,224840.0,0.548926,440.0,511.0,1.1614,large,1
train,2025_0909_125322_360_JPG,Miridae,640,640,525.5,423.5,222549.25,0.543333,423.5,525.5,1.2409,large,1
train,2025_0909_125443_360_JPG,Miridae,640,640,581.0,419.0,243439.0,0.594333,419.0,581.0,1.3866,large,1
train,2025_0909_125451_360_JPG,Miridae,640,640,589.0,440.0,259160.0,0.632715,440.0,589.0,1.3386,large,1
train,2025_0909_125520_360_JPG,Miridae,640,640,589.0,425.5,250619.5,0.611864,425.5,589.0,1.3843,large,1
train,2025_0909_125525_360_JPG,Miridae,640,640,587.5,431.5,253506.25,0.618912,431.5,587.5,1.3615,large,1
train,2025_0909_125540_360_JPG,Miridae,640,640,589.0,415.0,244435.0,0.596765,415.0,589.0,1.4193,large,1
train,2025_0909_125546_360_JPG,Miridae,640,640,587.5,419.0,246162.5,0.600983,419.0,587.5,1.4021,large,1
train,2025_0909_125558_360_JPG,Miridae,640,640,636.8,561.74,357716.5,0.873331,561.74,636.8,1.1336,large,1
train,2025_0909_125906_360_JPG,Miridae,640,640,501.85,496.34,249089.52,0.608129,496.34,501.85,1.0111,large,1
train,2025_0909_125923_360_JPG,Miridae,640,640,465.0,461.5,214597.5,0.52392,461.5,465.0,1.0076,large,1
train,2025_0909_125943_360_JPG,Miridae,640,640,470.0,476.0,223720.0,0.546191,470.0,476.0,0.9874,large,1
train,2025_0909_125954_360_JPG,Miridae,640,640,576.0,626.07,360614.4,0.880406,576.0,626.07,0.92,large,1
train,2025_0909_130024_360_JPG,Miridae,640,640,553.93,553.06,306357.96,0.747944,553.06,553.93,1.0016,large,1
train,2025_0909_134613_360_JPG,Hydrophilidae,640,640,640.0,640.0,409600.0,1.0,640.0,640.0,1.0,large,1
train,2025_0911_125301_360_JPG,Ancylidae,640,640,489.0,490.16,239686.07,0.585171,489.0,490.16,0.9976,large,1
train,2025_0911_125306_360_JPG,Ancylidae,640,640,481.0,444.5,213804.5,0.521984,444.5,481.0,1.0821,large,1
train,2025_0911_125452_360_JPG,Ancylidae,640,640,455.5,417.0,189943.5,0.463729,417.0,455.5,1.0923,large,1
train,2025_0911_125458_360_JPG,Ancylidae,640,640,460.5,446.5,205613.25,0.501985,446.5,460.5,1.0314,large,1
train,2025_0911_125503_360_JPG,Ancylidae,640,640,444.5,438.0,194691.0,0.47532,438.0,444.5,1.0148,large,1
train,2025_0911_125531_360_JPG,Ancylidae,640,640,468.5,446.5,209185.25,0.510706,446.5,468.5,1.0493,large,1
train,2025_0911_125547_360_JPG,Ancylidae,640,640,550.37,581.06,319797.8,0.780756,550.37,581.06,0.9472,large,1
train,2025_0911_125559_360_JPG,Ancylidae,640,640,455.5,442.5,201558.75,0.492087,442.5,455.5,1.0294,large,1
train,2025_0911_125604_360_JPG,Ancylidae,640,640,571.02,570.44,325732.23,0.795245,570.44,571.02,1.001,large,1
train,2025_0911_125615_360_JPG,Ancylidae,640,640,454.0,425.5,193177.0,0.471624,425.5,454.0,1.067,large,1
train,2025_0911_125621_360_JPG,Ancylidae,640,640,452.5,429.5,194348.75,0.474484,429.5,452.5,1.0536,large,1
train,2025_0911_125632_360_JPG,Ancylidae,640,640,506.15,494.96,250524.59,0.611632,494.96,506.15,1.0226,large,1
train,2025_0911_125651_360_JPG,Ancylidae,640,640,449.0,417.0,187233.0,0.457112,417.0,449.0,1.0767,large,1
train,2025_0911_125705_360_JPG,Ancylidae,640,640,447.5,506.0,226435.0,0.55282,447.5,506.0,0.8844,large,1
train,2025_0911_125940_360_JPG,Ancylidae,640,640,417.5,491.0,204992.5,0.50047,417.5,491.0,0.8503,large,1
train,2025_0911_130011_360_JPG,Ancylidae,640,640,424.0,474.0,200976.0,0.490664,424.0,474.0,0.8945,large,1
train,2025_0911_130231_360_JPG,Ancylidae,640,640,441.5,482.5,213023.75,0.520078,441.5,482.5,0.915,large,1
train,2025_0911_130242_360_JPG,Ancylidae,640,640,441.5,489.0,215893.5,0.527084,441.5,489.0,0.9029,large,1
train,2025_0911_130303_360_JPG,Ancylidae,640,640,424.0,480.5,203732.0,0.497393,424.0,480.5,0.8824,large,1
train,2025_0911_130435_360_JPG,Ancylidae,640,640,553.0,513.39,283902.01,0.69312,513.39,553.0,1.0772,large,1
train,2025_0911_130540_360_JPG,Ancylidae,640,640,474.5,385.0,182682.5,0.446002,385.0,474.5,1.2325,large,1
